,Products
3470,Pharmaderm Hand Sanitizer 60ml
3471,Kenalog Ointment 5g
3472,clinmax 150mg/2ml injection
3473,D-Artepp 20mg/160mg (6 doses)Disp Tab
3474,Feminax Express 342mg Tablets
3475,VITAMIN C
3476,Centrum Men (120 doses) Tablets
3477,Rima 1% Cream 20g
3478,Fluxakin 125mg/5ml Suspension
3479,Wellkid Soft Jelly (30 Doses)
3480,Wellwoman Original (30 Doses) Tablets
3481,PIROXICAM (NEW GLOBAL) CAPS
3482,Ramizid HCT 5mg/25mg Tablets
3483,Insulatard Flexpen 100IU/ml
3484,Atorvastatin (Teva) 10mg Tablets
3485,LG Losacar 50mg Tablets
3486,Aspanol Baby 100ml Syrup
3487,Living Bitters (30 Doses) Capsules
3488,Dicnac-SR 75mg Capsules
3489,Rocephin 250mg IV Injection
3490,8-Tube Strip 0.2ml
3491,Sumatriptan (Teva) 50mg Tab
3492,Adom W&G (30doses) Capsules
3493,VALUPAK EVENING PRIMROSE 1000MG (30 DOSE
3494,Nurofen 100mg/5ml Syrup
3495,Sebamed Baby Skin Care Oil 150ml
3496,Voltaren Emulgel Cream 50g
3497,Jarifan-2 200ml Syrup
